Année,Secteurs géographiques,Numéro du quartier,Nom du quartier,Nombre de pièces principales,Epoque de construction,Type de location,Loyers de référence,Loyers de référence majorés,Loyers de référence minorés,Ville,Numéro INSEE du quartier
2022,2,4,Place-Vendôme,1,Avant 1946,meublé,37.6,45.12,26.32,PARIS,7510104
2024,11,71,Goutte-d'Or,1,Apres 1990,non meublé,24.9,29.9,17.4,PARIS,7511871
2019,4,20,Sorbonne,3,1971-1990,non meublé,22.8,27.4,16.0,PARIS,7510520
2025,5,53,Montparnasse,1,1971-1990,non meublé,29.0,34.8,20.3,PARIS,7511453
2022,4,10,Enfants-Rouges,4,Avant 1946,non meublé,25.7,30.84,17.99,PARIS,7510310
2022,1,27,Ecole-Militaire,1,1946-1970,non meublé,33.4,40.08,23.38,PARIS,7510727
2023,1,27,Ecole-Militaire,4,1971-1990,meublé,28.3,34.0,19.8,PARIS,7510727
2020,5,52,Croulebarbe,3,1946-1970,meublé,22.9,27.48,16.03,PARIS,7511352
2020,10,49,Salpêtrière,3,Avant 1946,non meublé,23.3,27.96,16.31,PARIS,7511349
2020,6,58,Necker,3,1946-1970,non meublé,22.4,26.88,15.68,PARIS,7511558
2024,4,7,Mail,2,1971-1990,non meublé,23.9,28.7,16.7,PARIS,7510207
2023,11,43,Roquette,4,1971-1990,meublé,22.6,27.1,15.8,PARIS,7511143
2019,11,41,Folie-Méricourt,1,1946-1970,non meublé,23.5,28.2,16.5,PARIS,7511141
2019,1,25,Saint-Thomas-d'Aquin,2,1946-1970,non meublé,25.9,31.1,18.1,PARIS,7510725
2019,11,41,Folie-Méricourt,4,1946-1970,meublé,24.0,28.8,16.8,PARIS,7511141
2020,11,77,Belleville,1,Avant 1946,non meublé,28.1,33.72,19.67,PARIS,7512077
2021,6,65,Ternes,4,Avant 1946,meublé,26.9,32.28,18.83,PARIS,7511765
2024,9,70,Clignancourt,4,1946-1970,meublé,21.1,25.3,14.8,PARIS,7511870
2024,5,37,Saint-Vincent-de-Paul,1,Avant 1946,meublé,35.5,42.6,24.9,PARIS,7511037
2023,1,25,Saint-Thomas-d'Aquin,1,Avant 1946,non meublé,32.8,39.4,23.0,PARIS,7510725
2024,10,55,Petit-Montrouge,1,Apres 1990,non meublé,29.2,35.0,20.4,PARIS,7511455
2025,5,33,Saint-Georges,2,1971-1990,non meublé,26.3,31.6,18.4,PARIS,7510933
2021,2,3,Palais-Royal,2,1971-1990,meublé,29.3,35.16,20.51,PARIS,7510103
2023,2,31,Madeleine,2,Avant 1946,meublé,33.0,39.6,23.1,PARIS,7510831
2024,3,32,Europe,3,Avant 1946,non meublé,25.4,30.5,17.8,PARIS,7510832
2021,2,1,St-Germain-l'Auxerrois,2,1946-1970,non meublé,27.1,32.52,18.97,PARIS,7510101
2022,11,41,Folie-Méricourt,1,1946-1970,meublé,28.2,33.84,19.74,PARIS,7511141
2022,12,51,Maison-Blanche,2,Avant 1946,meublé,28.8,34.56,20.16,PARIS,7511351
2021,13,75,Amérique,3,Apres 1990,meublé,20.6,24.72,14.42,PARIS,7511975
2019,13,50,Gare,1,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7511350
2019,2,1,St-Germain-l'Auxerrois,3,1946-1970,non meublé,21.5,25.8,15.1,PARIS,7510101
2023,6,58,Necker,4,1971-1990,non meublé,23.0,27.6,16.1,PARIS,7511558
2021,4,20,Sorbonne,4,Apres 1990,non meublé,25.1,30.12,17.57,PARIS,7510520
2024,2,5,Gaillon,1,1946-1970,meublé,36.9,44.3,25.8,PARIS,7510205
2023,5,35,Faubourg-Montmartre,3,Apres 1990,meublé,26.9,32.3,18.8,PARIS,7510935
2023,5,2,Halles,4,Avant 1946,non meublé,20.8,25.0,14.6,PARIS,7510102
2023,13,78,Saint-Fargeau,1,1946-1970,non meublé,25.1,30.1,17.6,PARIS,7512078
2020,4,12,Sainte-Avoie,2,Avant 1946,meublé,31.3,37.56,21.91,PARIS,7510312
2022,5,37,Saint-Vincent-de-Paul,3,1971-1990,meublé,23.6,28.32,16.52,PARIS,7511037
2019,4,8,Bonne-Nouvelle,3,1971-1990,non meublé,22.8,27.4,16.0,PARIS,7510208
2024,14,47,Bercy,4,1946-1970,meublé,21.1,25.3,14.8,PARIS,7511247
2022,14,76,Combat,3,Apres 1990,meublé,23.3,27.96,16.31,PARIS,7511976
2020,4,14,Saint-Gervais,3,Avant 1946,non meublé,25.0,30.0,17.5,PARIS,7510414
2022,12,56,Plaisance,4,1946-1970,non meublé,19.2,23.04,13.44,PARIS,7511456
2022,11,41,Folie-Méricourt,2,1971-1990,meublé,26.6,31.92,18.62,PARIS,7511141
2019,11,68,Epinettes,3,1946-1970,non meublé,18.7,22.4,13.1,PARIS,7511768
2023,1,26,Invalides,3,1971-1990,meublé,31.9,38.3,22.3,PARIS,7510726
2020,13,75,Amérique,4,Apres 1990,non meublé,16.4,19.68,11.48,PARIS,7511975
2023,11,68,Epinettes,3,Apres 1990,meublé,25.1,30.1,17.6,PARIS,7511768
2025,10,67,Batignolles,1,Apres 1990,non meublé,29.9,35.9,20.9,PARIS,7511767
2020,10,67,Batignolles,3,Apres 1990,non meublé,23.4,28.08,16.38,PARIS,7511767
2024,4,7,Mail,1,Avant 1946,meublé,37.5,45.0,26.3,PARIS,7510207
2022,4,11,Archives,1,Avant 1946,meublé,36.0,43.2,25.2,PARIS,7510311
2023,2,16,Notre-Dame,4,1946-1970,non meublé,23.6,28.3,16.5,PARIS,7510416
2025,11,68,Epinettes,3,1946-1970,meublé,23.8,28.6,16.7,PARIS,7511768
2025,14,47,Bercy,4,Avant 1946,meublé,23.6,28.3,16.5,PARIS,7511247
2025,4,11,Archives,3,1946-1970,non meublé,23.5,28.2,16.5,PARIS,7510311
2021,8,57,Saint-Lambert,2,Avant 1946,non meublé,23.1,27.72,16.17,PARIS,7511557
2022,6,58,Necker,1,Avant 1946,non meublé,29.1,34.92,20.37,PARIS,7511558
2020,4,6,Vivienne,2,1946-1970,meublé,25.8,30.96,18.06,PARIS,7510206
2022,3,63,Porte-Dauphine,2,Apres 1990,non meublé,28.5,34.2,19.95,PARIS,7511663
2024,11,39,Porte-Saint-Martin,4,Avant 1946,non meublé,22.3,26.8,15.6,PARIS,7511039
2020,10,44,Sainte-Marguerite,4,1971-1990,non meublé,22.0,26.4,15.4,PARIS,7511144
2022,14,76,Combat,1,Avant 1946,non meublé,25.0,30.0,17.5,PARIS,7511976
2020,11,40,Hôpital-Saint-Louis,1,Avant 1946,non meublé,28.1,33.72,19.67,PARIS,7511040
2025,14,79,Père-Lachaise,4,Apres 1990,non meublé,21.9,26.3,15.3,PARIS,7512079
2020,3,64,Chaillot,1,1971-1990,meublé,33.2,39.84,23.24,PARIS,7511664
2019,4,10,Enfants-Rouges,2,1971-1990,meublé,25.4,30.5,17.8,PARIS,7510310
2020,5,38,Porte-Saint-Denis,1,Apres 1990,non meublé,27.9,33.48,19.53,PARIS,7511038
2019,11,71,Goutte-d'Or,4,1946-1970,non meublé,21.2,25.4,14.8,PARIS,7511871
2020,11,39,Porte-Saint-Martin,2,Avant 1946,meublé,27.3,32.76,19.11,PARIS,7511039
2025,10,18,Jardin-des-Plantes,4,Apres 1990,non meublé,22.4,26.9,15.7,PARIS,7510518
2020,5,36,Rochechouart,1,1946-1970,non meublé,28.0,33.6,19.6,PARIS,7510936
2021,6,58,Necker,2,Avant 1946,meublé,30.0,36.0,21.0,PARIS,7511558
2019,13,72,La Chapelle,4,1971-1990,non meublé,15.3,18.4,10.7,PARIS,7511872
2022,5,35,Faubourg-Montmartre,1,Avant 1946,meublé,33.8,40.56,23.66,PARIS,7510935
2025,11,77,Belleville,4,1971-1990,non meublé,20.7,24.8,14.5,PARIS,7512077
2019,7,60,Javel 15Art,2,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7511560
2019,5,52,Croulebarbe,2,1946-1970,meublé,25.9,31.1,18.1,PARIS,7511352
2025,2,21,Monnaie,3,Avant 1946,non meublé,29.2,35.0,20.4,PARIS,7510621
2025,4,11,Archives,2,1946-1970,meublé,29.6,35.5,20.7,PARIS,7510311
2025,4,19,Val-de-Grace,3,1946-1970,meublé,26.8,32.2,18.8,PARIS,7510519
2024,1,28,Gros-Caillou,1,Apres 1990,non meublé,35.7,42.8,25.0,PARIS,7510728
2020,10,67,Batignolles,1,Avant 1946,non meublé,29.0,34.8,20.3,PARIS,7511767
2020,13,73,Villette,1,1946-1970,meublé,25.9,31.08,18.13,PARIS,7511973
2022,13,73,Villette,4,1971-1990,meublé,16.3,19.56,11.41,PARIS,7511973
2022,5,35,Faubourg-Montmartre,3,Apres 1990,meublé,26.8,32.16,18.76,PARIS,7510935
2019,2,34,Chaussée-d'Antin,1,Apres 1990,non meublé,31.1,37.3,21.8,PARIS,7510934
2023,4,17,Saint-Victor,4,1946-1970,meublé,26.8,32.2,18.8,PARIS,7510517
2021,2,13,Saint-Merri,1,1971-1990,non meublé,28.5,34.2,19.95,PARIS,7510413
2021,7,59,Grenelle,3,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7511559
2022,13,73,Villette,2,1971-1990,meublé,20.7,24.84,14.49,PARIS,7511973
2019,3,64,Chaillot,3,Apres 1990,meublé,26.4,31.7,18.5,PARIS,7511664
2023,3,64,Chaillot,2,Apres 1990,non meublé,28.5,34.2,20.0,PARIS,7511664
2021,10,55,Petit-Montrouge,1,Apres 1990,meublé,32.9,39.48,23.03,PARIS,7511455
2022,13,78,Saint-Fargeau,2,Apres 1990,non meublé,21.3,25.56,14.91,PARIS,7512078
2021,2,30,Faubourg-du-Roule,3,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7510830
2025,1,25,Saint-Thomas-d'Aquin,4,Avant 1946,non meublé,30.4,36.5,21.3,PARIS,7510725
2021,12,51,Maison-Blanche,2,Avant 1946,non meublé,25.4,30.48,17.78,PARIS,7511351
2024,2,34,Chaussée-d'Antin,3,Avant 1946,meublé,32.3,38.8,22.6,PARIS,7510934
2019,5,37,Saint-Vincent-de-Paul,3,Avant 1946,non meublé,22.4,26.9,15.7,PARIS,7511037
2020,5,37,Saint-Vincent-de-Paul,1,1946-1970,non meublé,28.0,33.6,19.6,PARIS,7511037
2023,2,16,Notre-Dame,2,1946-1970,meublé,30.4,36.5,21.3,PARIS,7510416
2025,5,33,Saint-Georges,4,1946-1970,meublé,26.4,31.7,18.5,PARIS,7510933
2022,1,27,Ecole-Militaire,4,1946-1970,non meublé,24.4,29.28,17.08,PARIS,7510727
2020,5,2,Halles,2,Avant 1946,meublé,27.9,33.48,19.53,PARIS,7510102
2020,9,46,Picpus,3,Avant 1946,non meublé,21.6,25.92,15.12,PARIS,7511246
2020,2,21,Monnaie,1,Apres 1990,meublé,36.3,43.56,25.41,PARIS,7510621
2024,3,62,Muette,4,Avant 1946,meublé,28.7,34.4,20.1,PARIS,7511662
2025,13,78,Saint-Fargeau,1,Avant 1946,non meublé,28.4,34.1,19.9,PARIS,7512078
2020,3,32,Europe,2,1971-1990,non meublé,26.9,32.28,18.83,PARIS,7510832
2024,3,62,Muette,2,Avant 1946,non meublé,26.9,32.3,18.8,PARIS,7511662
2020,4,14,Saint-Gervais,4,1946-1970,meublé,26.0,31.2,18.2,PARIS,7510414
2020,8,57,Saint-Lambert,3,1971-1990,non meublé,22.1,26.52,15.47,PARIS,7511557
2025,13,72,La Chapelle,2,Apres 1990,meublé,25.4,30.5,17.8,PARIS,7511872
2022,6,65,Ternes,4,1946-1970,non meublé,22.4,26.88,15.68,PARIS,7511765
2020,14,76,Combat,2,Apres 1990,meublé,26.3,31.56,18.41,PARIS,7511976
2022,8,57,Saint-Lambert,3,1971-1990,meublé,25.2,30.24,17.64,PARIS,7511557
2023,10,18,Jardin-des-Plantes,1,Apres 1990,non meublé,29.0,34.8,20.3,PARIS,7510518
2019,6,65,Ternes,4,1946-1970,non meublé,21.5,25.8,15.1,PARIS,7511765
2021,11,68,Epinettes,4,1946-1970,non meublé,21.5,25.8,15.05,PARIS,7511768
2020,11,41,Folie-Méricourt,1,Apres 1990,non meublé,24.1,28.92,16.87,PARIS,7511141
2025,11,77,Belleville,2,Apres 1990,meublé,26.7,32.0,18.7,PARIS,7512077
2020,14,76,Combat,2,Avant 1946,meublé,25.7,30.84,17.99,PARIS,7511976
2019,10,55,Petit-Montrouge,2,1971-1990,meublé,24.9,29.9,17.4,PARIS,7511455
2025,5,33,Saint-Georges,2,Apres 1990,meublé,30.8,37.0,21.6,PARIS,7510933
2025,13,73,Villette,4,Apres 1990,meublé,21.9,26.3,15.3,PARIS,7511973
2023,13,80,Charonne,1,Apres 1990,meublé,26.7,32.0,18.7,PARIS,7512080
2023,6,66,Plaine de Monceaux,4,Apres 1990,meublé,27.6,33.1,19.3,PARIS,7511766
2020,5,36,Rochechouart,1,Avant 1946,non meublé,29.1,34.92,20.37,PARIS,7510936
2024,2,34,Chaussée-d'Antin,3,1971-1990,meublé,27.1,32.5,19.0,PARIS,7510934
2019,13,78,Saint-Fargeau,3,1946-1970,meublé,18.5,22.2,13.0,PARIS,7512078
2019,13,72,La Chapelle,3,Apres 1990,non meublé,18.7,22.4,13.1,PARIS,7511872
2025,6,58,Necker,3,Apres 1990,meublé,28.7,34.4,20.1,PARIS,7511558
2022,6,65,Ternes,2,Avant 1946,meublé,30.3,36.36,21.21,PARIS,7511765
2020,8,57,Saint-Lambert,3,Apres 1990,meublé,26.6,31.92,18.62,PARIS,7511557
2023,4,7,Mail,4,Apres 1990,non meublé,25.0,30.0,17.5,PARIS,7510207
2023,2,22,Odeon,2,1946-1970,meublé,30.4,36.5,21.3,PARIS,7510622
2019,2,3,Palais-Royal,1,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510103
2020,2,34,Chaussée-d'Antin,2,1946-1970,non meublé,26.7,32.04,18.69,PARIS,7510934
2023,2,29,Champs-Elysées,3,1946-1970,meublé,25.3,30.4,17.7,PARIS,7510829
2024,7,61,Auteuil,4,1946-1970,non meublé,22.2,26.6,15.5,PARIS,7511661
2020,10,18,Jardin-des-Plantes,1,1971-1990,meublé,30.1,36.12,21.07,PARIS,7510518
2021,2,22,Odeon,4,1971-1990,meublé,25.2,30.24,17.64,PARIS,7510622
2024,5,37,Saint-Vincent-de-Paul,2,Avant 1946,non meublé,26.7,32.0,18.7,PARIS,7511037
2025,2,5,Gaillon,2,Apres 1990,non meublé,28.1,33.7,19.7,PARIS,7510205
2023,8,57,Saint-Lambert,4,1946-1970,non meublé,21.5,25.8,15.1,PARIS,7511557
2021,3,63,Porte-Dauphine,4,Apres 1990,non meublé,25.6,30.72,17.92,PARIS,7511663
2023,1,28,Gros-Caillou,3,Avant 1946,non meublé,27.5,33.0,19.3,PARIS,7510728
2021,4,11,Archives,3,Apres 1990,non meublé,23.8,28.56,16.66,PARIS,7510311
2023,4,7,Mail,3,1971-1990,non meublé,25.3,30.4,17.7,PARIS,7510207
2025,4,14,Saint-Gervais,1,1971-1990,meublé,36.6,43.9,25.6,PARIS,7510414
2020,3,32,Europe,2,1946-1970,non meublé,25.8,30.96,18.06,PARIS,7510832
2021,4,17,Saint-Victor,2,Apres 1990,non meublé,24.2,29.04,16.94,PARIS,7510517
2019,5,53,Montparnasse,2,Apres 1990,non meublé,24.5,29.4,17.2,PARIS,7511453
2022,11,41,Folie-Méricourt,4,1971-1990,non meublé,20.4,24.48,14.28,PARIS,7511141
2025,1,27,Ecole-Militaire,2,1971-1990,meublé,32.8,39.4,23.0,PARIS,7510727
2020,5,35,Faubourg-Montmartre,1,Avant 1946,non meublé,29.1,34.92,20.37,PARIS,7510935
2025,9,46,Picpus,2,Avant 1946,meublé,29.1,34.9,20.4,PARIS,7511246
2025,4,7,Mail,4,1971-1990,non meublé,25.6,30.7,17.9,PARIS,7510207
2021,10,44,Sainte-Marguerite,4,1971-1990,meublé,25.0,30.0,17.5,PARIS,7511144
2021,2,13,Saint-Merri,1,Avant 1946,non meublé,33.1,39.72,23.17,PARIS,7510413
2019,10,55,Petit-Montrouge,4,1971-1990,meublé,24.4,29.3,17.1,PARIS,7511455
2021,13,50,Gare,2,Apres 1990,meublé,23.9,28.68,16.73,PARIS,7511350
2019,4,19,Val-de-Grace,2,1946-1970,non meublé,22.6,27.1,15.8,PARIS,7510519
2022,11,54,Parc-de-Montsouris,2,1971-1990,meublé,26.6,31.92,18.62,PARIS,7511454
2023,8,57,Saint-Lambert,2,1971-1990,meublé,27.0,32.4,18.9,PARIS,7511557
2023,10,67,Batignolles,2,1971-1990,non meublé,23.6,28.3,16.5,PARIS,7511767
2023,10,44,Sainte-Marguerite,1,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7511144
2024,4,6,Vivienne,3,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7510206
2022,14,79,Père-Lachaise,4,1971-1990,non meublé,17.6,21.12,12.32,PARIS,7512079
2025,3,32,Europe,4,1946-1970,non meublé,26.0,31.2,18.2,PARIS,7510832
2024,1,26,Invalides,1,1946-1970,meublé,39.4,47.3,27.6,PARIS,7510726
2021,5,53,Montparnasse,1,Avant 1946,meublé,33.3,39.96,23.31,PARIS,7511453
2021,2,24,Saint-Germain-des-Prés,4,1946-1970,non meublé,23.2,27.84,16.24,PARIS,7510624
2019,6,66,Plaine de Monceaux,3,1971-1990,meublé,26.6,31.9,18.6,PARIS,7511766
2019,13,78,Saint-Fargeau,2,Apres 1990,non meublé,20.7,24.8,14.5,PARIS,7512078
2019,4,7,Mail,3,1971-1990,non meublé,22.8,27.4,16.0,PARIS,7510207
2025,2,1,St-Germain-l'Auxerrois,2,1971-1990,meublé,33.4,40.1,23.4,PARIS,7510101
2025,2,3,Palais-Royal,2,Avant 1946,meublé,35.0,42.0,24.5,PARIS,7510103
2022,5,2,Halles,4,Avant 1946,meublé,23.2,27.84,16.24,PARIS,7510102
2023,3,32,Europe,2,Avant 1946,meublé,29.6,35.5,20.7,PARIS,7510832
2024,2,34,Chaussée-d'Antin,4,Apres 1990,non meublé,26.8,32.2,18.8,PARIS,7510934
2024,2,1,St-Germain-l'Auxerrois,1,Apres 1990,meublé,35.0,42.0,24.5,PARIS,7510101
2023,5,38,Porte-Saint-Denis,4,1946-1970,meublé,25.1,30.1,17.6,PARIS,7511038
2021,14,45,Bel-Air,4,1946-1970,non meublé,18.6,22.32,13.02,PARIS,7511245
2019,5,36,Rochechouart,2,Avant 1946,non meublé,24.2,29.0,16.9,PARIS,7510936
2020,10,42,Saint-Ambroise,3,Avant 1946,non meublé,23.3,27.96,16.31,PARIS,7511142
2025,3,64,Chaillot,3,1946-1970,non meublé,28.2,33.8,19.7,PARIS,7511664
2023,6,58,Necker,2,Avant 1946,non meublé,27.0,32.4,18.9,PARIS,7511558
2025,13,74,Pont-de-Flandre,1,1971-1990,non meublé,22.2,26.6,15.5,PARIS,7511974
2019,11,54,Parc-de-Montsouris,4,1971-1990,non meublé,20.1,24.1,14.1,PARIS,7511454
2020,13,74,Pont-de-Flandre,4,Apres 1990,non meublé,16.4,19.68,11.48,PARIS,7511974
2024,4,20,Sorbonne,4,Avant 1946,non meublé,26.4,31.7,18.5,PARIS,7510520
2021,10,67,Batignolles,4,1946-1970,meublé,22.7,27.24,15.89,PARIS,7511767
2025,1,28,Gros-Caillou,2,Avant 1946,meublé,34.9,41.9,24.4,PARIS,7510728
2023,1,28,Gros-Caillou,4,1946-1970,meublé,27.9,33.5,19.5,PARIS,7510728
2019,6,65,Ternes,2,Apres 1990,meublé,28.1,33.7,19.7,PARIS,7511765
2025,2,24,Saint-Germain-des-Prés,4,Apres 1990,meublé,31.5,37.8,22.1,PARIS,7510624
2021,5,37,Saint-Vincent-de-Paul,3,Avant 1946,meublé,26.1,31.32,18.27,PARIS,7511037
2020,5,35,Faubourg-Montmartre,1,Avant 1946,meublé,32.9,39.48,23.03,PARIS,7510935
2024,4,10,Enfants-Rouges,4,1946-1970,meublé,27.5,33.0,19.3,PARIS,7510310
2024,3,32,Europe,2,1946-1970,meublé,32.0,38.4,22.4,PARIS,7510832
2024,9,69,Grandes-Carrières,1,Apres 1990,meublé,28.0,33.6,19.6,PARIS,7511869
2023,1,27,Ecole-Militaire,2,1971-1990,non meublé,28.1,33.7,19.7,PARIS,7510727
2024,1,28,Gros-Caillou,3,1946-1970,non meublé,27.8,33.4,19.5,PARIS,7510728
2025,3,64,Chaillot,1,1971-1990,meublé,35.5,42.6,24.9,PARIS,7511664
2022,13,73,Villette,3,Avant 1946,non meublé,20.7,24.84,14.49,PARIS,7511973
2020,11,54,Parc-de-Montsouris,1,Avant 1946,meublé,31.8,38.16,22.26,PARIS,7511454
2019,5,36,Rochechouart,1,1946-1970,meublé,29.8,35.8,20.9,PARIS,7510936
2021,7,60,Javel 15Art,3,1946-1970,meublé,25.8,30.96,18.06,PARIS,7511560
2023,2,30,Faubourg-du-Roule,4,Avant 1946,non meublé,26.0,31.2,18.2,PARIS,7510830
2025,9,69,Grandes-Carrières,3,1946-1970,meublé,23.5,28.2,16.5,PARIS,7511869
2024,4,9,Arts-et-Metiers,4,Apres 1990,meublé,28.6,34.3,20.0,PARIS,7510309
2019,4,12,Sainte-Avoie,1,Apres 1990,non meublé,28.5,34.2,20.0,PARIS,7510312
2023,4,12,Sainte-Avoie,2,Apres 1990,meublé,27.0,32.4,18.9,PARIS,7510312
2025,13,74,Pont-de-Flandre,4,Apres 1990,meublé,21.9,26.3,15.3,PARIS,7511974
2020,4,10,Enfants-Rouges,2,Apres 1990,non meublé,25.4,30.48,17.78,PARIS,7510310
2019,13,75,Amérique,1,Avant 1946,non meublé,25.7,30.8,18.0,PARIS,7511975
2020,7,59,Grenelle,1,Avant 1946,non meublé,27.7,33.24,19.39,PARIS,7511559
2021,4,7,Mail,2,1946-1970,meublé,26.0,31.2,18.2,PARIS,7510207
2019,2,16,Notre-Dame,2,Apres 1990,non meublé,26.5,31.8,18.6,PARIS,7510416
2023,4,6,Vivienne,4,Avant 1946,meublé,29.3,35.2,20.5,PARIS,7510206
2025,13,72,La Chapelle,4,1946-1970,meublé,19.0,22.8,13.3,PARIS,7511872
2022,3,62,Muette,1,1971-1990,meublé,33.4,40.08,23.38,PARIS,7511662
2023,2,30,Faubourg-du-Roule,4,1971-1990,meublé,25.8,31.0,18.1,PARIS,7510830
2019,3,63,Porte-Dauphine,2,Apres 1990,meublé,29.6,35.5,20.7,PARIS,7511663
2022,14,45,Bel-Air,1,Apres 1990,non meublé,25.6,30.72,17.92,PARIS,7511245
2023,13,78,Saint-Fargeau,1,1971-1990,meublé,24.2,29.0,16.9,PARIS,7512078
2023,11,43,Roquette,4,1946-1970,non meublé,22.2,26.6,15.5,PARIS,7511143
2022,9,69,Grandes-Carrières,3,Avant 1946,non meublé,22.2,26.64,15.54,PARIS,7511869
2020,2,31,Madeleine,3,Apres 1990,non meublé,24.5,29.4,17.15,PARIS,7510831
2019,4,11,Archives,3,Avant 1946,meublé,27.8,33.4,19.5,PARIS,7510311
2025,11,71,Goutte-d'Or,2,Avant 1946,meublé,30.0,36.0,21.0,PARIS,7511871
2022,11,39,Porte-Saint-Martin,1,Apres 1990,non meublé,24.4,29.28,17.08,PARIS,7511039
2022,9,70,Clignancourt,2,Apres 1990,non meublé,24.4,29.28,17.08,PARIS,7511870
2022,14,79,Père-Lachaise,2,1946-1970,meublé,23.9,28.68,16.73,PARIS,7512079
2019,1,26,Invalides,2,Avant 1946,non meublé,27.9,33.5,19.5,PARIS,7510726
2022,2,3,Palais-Royal,1,Apres 1990,non meublé,31.9,38.28,22.33,PARIS,7510103
2021,1,25,Saint-Thomas-d'Aquin,2,1971-1990,meublé,30.5,36.6,21.35,PARIS,7510725
2024,1,23,Notre-Dame-des-Champs,2,1946-1970,meublé,34.0,40.8,23.8,PARIS,7510623
2020,2,4,Place-Vendôme,3,1971-1990,non meublé,22.3,26.76,15.61,PARIS,7510104
2021,12,51,Maison-Blanche,3,1946-1970,meublé,22.7,27.24,15.89,PARIS,7511351
2021,5,36,Rochechouart,4,1971-1990,meublé,24.8,29.76,17.36,PARIS,7510936
2024,4,12,Sainte-Avoie,4,1946-1970,meublé,27.5,33.0,19.3,PARIS,7510312
2022,5,35,Faubourg-Montmartre,2,1971-1990,non meublé,22.8,27.36,15.96,PARIS,7510935
2022,7,61,Auteuil,1,Avant 1946,meublé,32.2,38.64,22.54,PARIS,7511661
2022,14,47,Bercy,3,Apres 1990,meublé,23.3,27.96,16.31,PARIS,7511247
2019,6,65,Ternes,1,Avant 1946,meublé,31.6,37.9,22.1,PARIS,7511765
2021,3,64,Chaillot,3,Avant 1946,meublé,27.6,33.12,19.32,PARIS,7511664
2024,2,21,Monnaie,1,1946-1970,meublé,36.9,44.3,25.8,PARIS,7510621
2023,10,67,Batignolles,4,1971-1990,meublé,25.2,30.2,17.6,PARIS,7511767
2022,3,63,Porte-Dauphine,3,Avant 1946,meublé,27.8,33.36,19.46,PARIS,7511663
2019,11,40,Hôpital-Saint-Louis,3,1971-1990,non meublé,19.4,23.3,13.6,PARIS,7511040
2021,6,65,Ternes,3,Apres 1990,non meublé,24.1,28.92,16.87,PARIS,7511765
2022,13,50,Gare,3,1946-1970,non meublé,17.1,20.52,11.97,PARIS,7511350
2020,2,1,St-Germain-l'Auxerrois,2,1971-1990,meublé,28.6,34.32,20.02,PARIS,7510101
2022,13,72,La Chapelle,3,1971-1990,meublé,19.8,23.76,13.86,PARIS,7511872
2023,10,49,Salpêtrière,2,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7511349
2021,5,38,Porte-Saint-Denis,1,Apres 1990,non meublé,28.7,34.44,20.09,PARIS,7511038
2023,4,8,Bonne-Nouvelle,3,Avant 1946,non meublé,25.8,31.0,18.1,PARIS,7510208
2025,4,6,Vivienne,3,Apres 1990,non meublé,24.4,29.3,17.1,PARIS,7510206
2019,13,78,Saint-Fargeau,2,1971-1990,non meublé,17.7,21.2,12.4,PARIS,7512078
2024,11,41,Folie-Méricourt,3,1946-1970,non meublé,20.3,24.4,14.2,PARIS,7511141
2024,10,42,Saint-Ambroise,1,1971-1990,meublé,31.6,37.9,22.1,PARIS,7511142
2025,3,63,Porte-Dauphine,4,Avant 1946,meublé,29.6,35.5,20.7,PARIS,7511663
2020,10,49,Salpêtrière,1,1971-1990,non meublé,26.6,31.92,18.62,PARIS,7511349
2023,5,38,Porte-Saint-Denis,2,Avant 1946,non meublé,26.1,31.3,18.3,PARIS,7511038
2022,7,60,Javel 15Art,4,Apres 1990,non meublé,24.0,28.8,16.8,PARIS,7511560
2021,11,48,Quinze-Vingts,1,1946-1970,meublé,27.7,33.24,19.39,PARIS,7511248
2025,6,65,Ternes,1,1946-1970,meublé,33.5,40.2,23.5,PARIS,7511765
2020,1,28,Gros-Caillou,3,1971-1990,non meublé,26.3,31.56,18.41,PARIS,7510728
2019,2,29,Champs-Elysées,2,1971-1990,non meublé,25.1,30.1,17.6,PARIS,7510829
2019,12,56,Plaisance,4,Apres 1990,meublé,26.3,31.6,18.4,PARIS,7511456
2024,7,61,Auteuil,3,Avant 1946,non meublé,24.6,29.5,17.2,PARIS,7511661
2025,9,46,Picpus,4,1971-1990,meublé,23.9,28.7,16.7,PARIS,7511246
2024,8,57,Saint-Lambert,1,Apres 1990,non meublé,28.6,34.3,20.0,PARIS,7511557
2023,4,19,Val-de-Grace,2,1971-1990,non meublé,23.5,28.2,16.5,PARIS,7510519
2021,13,74,Pont-de-Flandre,1,1971-1990,non meublé,21.3,25.56,14.91,PARIS,7511974
2024,4,20,Sorbonne,4,1971-1990,non meublé,24.8,29.8,17.4,PARIS,7510520
2020,14,79,Père-Lachaise,2,1946-1970,meublé,23.6,28.32,16.52,PARIS,7512079
2025,4,7,Mail,2,Avant 1946,meublé,34.3,41.2,24.0,PARIS,7510207
